id	past	root	futureType	triliteral	transitive
8322	ضَبَا	ضبو	ضمة	1	1
8323	ضَبَى	ضبي	كسرة	1	1
8324	ضَجَّ	ضجج	كسرة	1	0
8325	ضَجِرَ	ضجر	فتحة	1	0
8326	ضَجِمَ	ضجم	فتحة	1	0
8327	ضَحِكَ	ضحك	فتحة	1	0
8328	ضَحَلَ	ضحل	فتحة	1	0
8329	ضَحَا	ضحو	ضمة	1	0
8330	ضَحَا	ضحو	فتحة	1	0
8331	ضَحِيَ	ضحو	فتحة	1	0
8332	ضَخَّ	ضخخ	ضمة	1	1
8333	ضَخَزَ	ضخز	فتحة	1	1
8334	ضَخُمَ	ضخم	ضمة	1	0
8335	ضَدِئَ	ضدء	فتحة	1	0
8336	ضَدَّ	ضدد	ضمة	1	1
8337	ضَدَنَ	ضدن	كسرة	1	1
8338	ضَدِيَ	ضدي	فتحة	1	0
8339	ضَرَأَ	ضرء	فتحة	1	0
8340	ضَرَبَ	ضرب	كسرة	1	1
8341	ضَرِبَ	ضرب	فتحة	1	0
8342	ضَرُبَ	ضرب	ضمة	1	0
8343	ضَرَجَ	ضرج	ضمة	1	1
8344	خَبِزَ	خبز	فتحة	1	0
8345	ضَرَجَ	ضرج	كسرة	1	1
8346	ضَرَحَ	ضرح	ضمة	1	0
8347	ضَرَحَ	ضرح	فتحة	1	1
8348	ضَرَحَ	ضرح	فتحة	1	1
8349	ضَرَّ	ضرر	ضمة	1	1
8350	ضَرَسَ	ضرس	ضمة	1	1
8351	ضَرَسَ	ضرس	كسرة	1	1
8352	ضَرِسَ	ضرس	فتحة	1	0
8353	ضَرِطَ	ضرط	فتحة	1	0
8354	ضَرِعَ	ضرع	فتحة	1	0
8355	ضَرُعَ	ضرع	ضمة	1	0
8356	ضَرُكَ	ضرك	ضمة	1	0
8357	ضَرِمَ	ضرم	فتحة	1	0
8358	ضَرَا	ضرو	ضمة	1	0
8359	ضَرَى	ضري	كسرة	1	0
8360	ضَزَّ	ضزز	فتحة	1	1
8361	ضَزَنَ	ضزن	ضمة	1	1
8362	ضَزَنَ	ضزن	كسرة	1	1
8363	ضَعَزَ	ضعز	فتحة	1	1
8364	ضَعَطَ	ضعط	فتحة	1	1
8365	ضَعَّ	ضعع	ضمة	1	1
8366	ضَعَفَ	ضعف	فتحة	1	1
8367	ضَعُفَ	ضعف	ضمة	1	0
8368	ضَعَا	ضعو	ضمة	1	0
8369	ضَغَبَ	ضغب	فتحة	1	1
8370	ضَغَثَ	ضغث	فتحة	1	1
8371	ضَغَطَ	ضغط	فتحة	1	1
8372	ضَغَلَ	ضغل	فتحة	1	0
8373	ضَغَمَ	ضغم	فتحة	1	1
8374	ضَغِنَ	ضغن	فتحة	1	0
8375	ضَغَا	ضغو	ضمة	1	0
8376	ضَفَدَ	ضفد	كسرة	1	1
8377	ضَفَرَ	ضفر	كسرة	1	1
8378	ضَفَزَ	ضفز	كسرة	1	1
8379	ضَفَسَ	ضفس	كسرة	1	1
8380	ضَفَطَ	ضفط	ضمة	1	1
8381	ضَفُطَ	ضفط	ضمة	1	0
8382	ضَفَعَ	ضفع	فتحة	1	0
8383	خَبَسَ	خبس	ضمة	1	1
8384	ضَفَّ	ضفف	ضمة	1	1
8385	ضَفَقَ	ضفق	ضمة	1	0
8386	ضَفَنَ	ضفن	كسرة	1	1
8387	ضَفَا	ضفو	ضمة	1	0
8388	ضَكَزَ	ضكز	ضمة	1	1
8389	ضَكَّ	ضكك	ضمة	1	1
8390	ضَلَعَ	ضلع	فتحة	1	1
8391	ضَلِعَ	ضلع	فتحة	1	0
8392	ضَلُعَ	ضلع	ضمة	1	0
8393	ضَلَّ	ضلل	كسرة	1	1
8394	ضَمِجَ	ضمج	فتحة	1	0
8395	ضَمَخَ	ضمخ	فتحة	1	1
8396	ضَمَدَ	ضمد	ضمة	1	1
8397	ضَمَدَ	ضمد	كسرة	1	1
8398	ضَمِدَ	ضمد	فتحة	1	0
8399	ضَمَرَ	ضمر	ضمة	1	0
8400	ضَمُرَ	ضمر	ضمة	1	0
8401	ضَمَزَ	ضمز	ضمة	1	1
8402	ضَمَزَ	ضمز	كسرة	1	1
8403	ضَمَسَ	ضمس	كسرة	1	1
8404	ضَمَّ	ضمم	ضمة	1	1
8405	ضَمِنَ	ضمن	فتحة	1	1
8406	ضَمَى	ضمي	كسرة	1	1
8407	ضَمِيَ	ضمي	فتحة	1	0
8408	ضَنَأَ	ضنء	فتحة	1	0
8409	ضَنِئَ	ضنء	فتحة	1	0
8410	ضَنَبَ	ضنب	كسرة	1	1
8411	ضَنِطَ	ضنط	فتحة	1	0
8412	ضَنَكَ	ضنك	ضمة	1	1
8413	ضَنُكَ	ضنك	ضمة	1	0
8414	ضَنَّ	ضنن	كسرة	1	0
8415	ضَنَّ	ضنن	فتحة	1	0
8416	ضَنَا	ضنو	ضمة	1	0
8417	ضَنِيَ	ضنو	فتحة	1	0
8418	ضَنَى	ضني	كسرة	1	0
8419	ضَهَبَ	ضهب	فتحة	1	1
8420	ضَهَتَ	ضهت	فتحة	1	1
8421	ضَهَدَ	ضهد	فتحة	1	1
8422	ضَهَزَ	ضهز	فتحة	1	1
8423	ضَهَسَ	ضهس	فتحة	1	1
8424	ضَهَلَ	ضهل	فتحة	1	1
8425	خَبَشَ	خبش	ضمة	1	1
8426	ضَهِيَ	ضهي	فتحة	1	0
8427	ضَاءَ	ضوء	ضمة	1	0
8428	ضَابَ	ضوب	ضمة	1	0
8429	ضَاجَ	ضوج	ضمة	1	0
8430	ضَارَ	ضور	ضمة	1	1
8431	ضَازَ	ضوز	ضمة	1	1
8432	ضَاسَ	ضوس	ضمة	1	1
8433	ضَوِطَ	ضوط	فتحة	1	0
8434	ضَاعَ	ضوع	ضمة	1	1
8435	ضَاكَ	ضوك	ضمة	1	1
8436	ضَانَ	ضون	ضمة	1	0
8437	ضَوَى	ضوي	كسرة	1	1
8438	ضَوِيَ	ضوي	فتحة	1	0
8439	ضَاجَ	ضيج	كسرة	1	0
8440	ضَاحَ	ضيح	كسرة	1	1
8441	ضَارَ	ضير	كسرة	1	1
8442	ضَازَ	ضيز	كسرة	1	1
8443	ضَاسَ	ضيس	كسرة	1	0
8444	ضَاطَ	ضيط	كسرة	1	0
8445	ضَاعَ	ضيع	كسرة	1	0
8446	ضَافَ	ضيف	كسرة	1	1
8447	ضَاقَ	ضيق	كسرة	1	0
8448	ضَاكَ	ضيك	كسرة	1	0
8449	ضَامَ	ضيم	كسرة	1	1
8450	طَبَّ	طبب	ضمة	1	1
8451	طَبَّ	طبب	كسرة	1	1
8452	طَبِجَ	طبج	فتحة	1	0
8453	طَبَخَ	طبخ	ضمة	1	1
8454	طَبَخَ	طبخ	فتحة	1	1
8455	طَبَرَ	طبر	ضمة	1	1
8456	طَبَزَ	طبز	ضمة	1	1
8457	طَبَعَ	طبع	فتحة	1	1
8458	طَبِعَ	طبع	فتحة	1	0
8459	طَبِقَ	طبق	فتحة	1	0
8460	طَبَلَ	طبل	ضمة	1	0
8461	طَبَنَ	طبن	كسرة	1	1
8462	طَبِنَ	طبن	فتحة	1	0
8463	طَبَا	طبو	ضمة	1	1
8464	طَبَى	طبي	كسرة	1	1
8465	طَبِيَ	طبي	فتحة	1	0
8466	خَبَصَ	خبص	كسرة	1	1
8467	طَثَأَ	طثء	فتحة	1	0
8468	طَثَّ	طثث	ضمة	1	1
8469	طَثَرَ	طثر	ضمة	1	0
8470	طَثَا	طثو	ضمة	1	0
8471	طَجَنَ	طجن	ضمة	1	1
8472	طَحَثَ	طحث	فتحة	1	1
8473	طَحَّ	طحح	ضمة	1	1
8474	طَحَرَ	طحر	كسرة	1	0
8475	طَحَرَ	طحر	فتحة	1	1
8476	طَحَزَ	طحز	فتحة	1	1
8477	طَحَسَ	طحس	فتحة	1	1
8478	طَحَلَ	طحل	فتحة	1	1
8479	طَحِلَ	طحل	فتحة	1	0
8480	طَحَنَ	طحن	فتحة	1	1
8481	طَحَا	طحو	ضمة	1	1
8482	طَحَى	طحي	كسرة	1	1
8483	طَحَى	طحي	فتحة	1	1
8484	طَخَّ	طخخ	ضمة	1	1
8485	طَخِشَ	طخش	فتحة	1	0
8486	طَخَمَ	طخم	فتحة	1	0
8487	طَخُمَ	طخم	ضمة	1	0
8488	طَخَا	طخو	ضمة	1	0
8489	طَرَأَ	طرء	فتحة	1	0
8490	طَرُؤَ	طرء	ضمة	1	0
8491	طَرِبَ	طرب	فتحة	1	0
8492	طَرَحَ	طرح	فتحة	1	1
8493	طَرَدَ	طرد	ضمة	1	1
8494	طَرَّ	طرر	ضمة	1	1
8495	طَرَزَ	طرز	ضمة	1	1
8496	طَرَسَ	طرس	كسرة	1	1
8497	طَرِسَ	طرس	فتحة	1	0
8498	طَرِشَ	طرش	فتحة	1	0
8499	طَرِطَ	طرط	فتحة	1	0
8500	طَرَفَ	طرف	كسرة	1	1
8501	طَرِفَ	طرف	فتحة	1	0
8502	طَرُفَ	طرف	ضمة	1	0
8503	طَرَقَ	طرق	ضمة	1	1
8504	طَرِقَ	طرق	فتحة	1	0
8505	طَرِمَ	طرم	فتحة	1	0
8506	طَرَا	طرو	ضمة	1	0
8507	خَبَطَ	خبط	كسرة	1	1
8508	طَرُوَ	طرو	ضمة	1	0
8509	طَرِيَ	طري	فتحة	1	0
8510	طَسَأَ	طسء	فتحة	1	0
8511	طَسِئَ	طسء	فتحة	1	0
8512	طَسَّ	طسس	ضمة	1	1
8513	طَسَعَ	طسع	فتحة	1	1
8514	طَسِعَ	طسع	فتحة	1	0
8515	طَسَلَ	طسل	ضمة	1	0
8516	طَسَمَ	طسم	كسرة	1	1
8517	طَسِمَ	طسم	فتحة	1	0
8518	طَسَا	طسو	ضمة	1	0
8519	طَسَى	طسي	كسرة	1	0
8520	طَسِيَ	طسي	فتحة	1	0
8521	طَشَّ	طشش	ضمة	1	1
8522	طَشَّ	طشش	كسرة	1	0
8523	طَعَجَ	طعج	فتحة	1	1
8524	طَعَرَ	طعر	فتحة	1	1
8525	طَعَزَ	طعز	فتحة	1	1
8526	طَعَسَ	طعس	فتحة	1	1
8527	طَعَّ	طعع	ضمة	1	1
8528	طَعَلَ	طعل	فتحة	1	0
8529	طَعِمَ	طعم	فتحة	1	1
8530	طَعَنَ	طعن	ضمة	1	1
8531	طَعَنَ	طعن	ضمة	1	1
8532	طَعَنَ	طعن	فتحة	1	1
8533	طَعَنَ	طعن	فتحة	1	1
8534	طَغَرَ	طغر	فتحة	1	1
8535	طَغَا	طغو	ضمة	1	0
8536	طَغَى	طغي	فتحة	1	0
8537	طَغِيَ	طغي	فتحة	1	0
8538	طَفِئَ	طفء	فتحة	1	0
8539	طَفَحَ	طفح	فتحة	1	1
8540	طَفَذَ	طفذ	كسرة	1	1
8541	طَفَرَ	طفر	كسرة	1	1
8542	طَفَسَ	طفس	كسرة	1	1
8543	طَفِسَ	طفس	فتحة	1	0
8544	طَفَشَ	طفش	كسرة	1	1
8545	طَفَّ	طفف	ضمة	1	1
8546	خَبَعَ	خبع	فتحة	1	1
8547	طَفِقَ	طفق	فتحة	1	1
8548	طَفِلَ	طفل	فتحة	1	0
8549	طَفُلَ	طفل	ضمة	1	0
8550	طَفَنَ	طفن	ضمة	1	1
8551	طَفَا	طفو	ضمة	1	0
8552	طَقَّ	طقق	كسرة	1	0
8553	طَلَبَ	طلب	ضمة	1	1
8554	طَلِبَ	طلب	فتحة	1	0
8555	طَلَثَ	طلث	ضمة	1	0
8556	طَلَحَ	طلح	ضمة	1	1
8557	طَلَحَ	طلح	فتحة	1	1
8558	طَلِحَ	طلح	فتحة	1	0
8559	طَلَسَ	طلس	كسرة	1	1
8560	طَلِسَ	طلس	فتحة	1	0
8561	طَلُسَ	طلس	ضمة	1	0
8562	طَلَعَ	طلع	ضمة	1	1
8563	طَلَعَ	طلع	فتحة	1	1
8564	طَلِعَ	طلع	فتحة	1	1
8565	طَلَغَ	طلغ	فتحة	1	1
8566	طَلَقَ	طلق	ضمة	1	1
8567	طَلَقَ	طلق	كسرة	1	1
8568	طَلِقَ	طلق	فتحة	1	0
8569	طَلُقَ	طلق	ضمة	1	0
8570	طَلَّ	طلل	ضمة	1	1
8571	طَلَّ	طلل	كسرة	1	0
8572	طَلَّ	طلل	فتحة	1	1
8573	طَلَمَ	طلم	ضمة	1	1
8574	طَلَهَ	طله	فتحة	1	0
8575	طَلَا	طلو	ضمة	1	1
8576	طَلَى	طلي	كسرة	1	1
8577	طَلِيَ	طلي	فتحة	1	0
8578	طَمَثَ	طمث	ضمة	1	1
8579	طَمَثَ	طمث	كسرة	1	1
8580	طَمِثَ	طمث	فتحة	1	0
8581	طَمَحَ	طمح	فتحة	1	0
8582	طَمَرَ	طمر	ضمة	1	1
8583	طَمَرَ	طمر	كسرة	1	1
8584	طَمِرَ	طمر	فتحة	1	0
8585	طَمَسَ	طمس	ضمة	1	1
8586	طَمَسَ	طمس	كسرة	1	1
8587	طَمِعَ	طمع	فتحة	1	0
8588	خَبَقَ	خبق	كسرة	1	1
8589	طَمُعَ	طمع	ضمة	1	0
8590	طَمِغَ	طمغ	فتحة	1	0
8591	طَمَلَ	طمل	ضمة	1	1
8592	طَمِلَ	طمل	فتحة	1	0
8593	طَمَّ	طمم	ضمة	1	1
8594	طَمَّ	طمم	كسرة	1	1
8595	طَمَا	طمو	ضمة	1	0
8596	طَمَى	طمي	كسرة	1	0
8597	طَنَأَ	طنء	فتحة	1	0
8598	طَنِئَ	طنء	فتحة	1	0
8599	طَنِبَ	طنب	فتحة	1	0
8600	طَنِحَ	طنح	فتحة	1	0
8601	طَنِخَ	طنخ	فتحة	1	0
8602	طَنَّ	طنن	كسرة	1	0
8603	طَنِيَ	طني	فتحة	1	0
8604	طَهَرَ	طهر	فتحة	1	1
8605	طَهُرَ	طهر	ضمة	1	0
8606	طَهَسَ	طهس	فتحة	1	0
8607	طَهَشَ	طهش	فتحة	1	1
8608	طَهَقَ	طهق	فتحة	1	0
8609	طَهَلَ	طهل	فتحة	1	0
8610	طَهِلَ	طهل	فتحة	1	0
8611	طَهَا	طهو	ضمة	1	1
8612	طَهَا	طهو	فتحة	1	1
8613	طَهَى	طهي	كسرة	1	0
8614	طَاءَ	طوء	ضمة	1	0
8615	طَاحَ	طوح	ضمة	1	0
8616	طَاخَ	طوخ	ضمة	1	1
8617	طَادَ	طود	ضمة	1	0
8618	طَارَ	طور	ضمة	1	1
8619	طَاسَ	طوس	ضمة	1	1
8620	طَاطَ	طوط	ضمة	1	0
8621	طَاعَ	طوع	ضمة	1	1
8622	طَوِعَ	طوع	فتحة	1	0
8623	طَاقَ	طوق	ضمة	1	1
8624	طَوِلَ	طول	فتحة	1	0
8625	طَوْلَ	طول	ضمة	1	0
8626	طَوَى	طوي	كسرة	1	1
8627	خَبَلَ	خبل	ضمة	1	1
8628	طَوِيَ	طوي	فتحة	1	0
8629	طَابَ	طيب	كسرة	1	1
8630	طَاخَ	طيخ	كسرة	1	1
8631	طَارَ	طير	كسرة	1	0
8632	طَاشَ	طيش	كسرة	1	0
8633	طَاطَ	طيط	كسرة	1	0
8634	طَيِطَ	طيط	فتحة	1	0
8635	طَافَ	طيف	كسرة	1	0
8636	طَامَ	طيم	كسرة	1	1
8637	طَانَ	طين	كسرة	1	1
8638	ظَأَبَ	ظءب	فتحة	1	0
8639	ظَأَتَ	ظءت	فتحة	1	1
8640	ظَأَرَ	ظءر	فتحة	1	1
8641	ظَأَفَ	ظءف	فتحة	1	1
8642	ظَجَّ	ظجج	كسرة	1	0
8643	ظَرِبَ	ظرب	فتحة	1	0
8644	ظَرَّ	ظرر	ضمة	1	1
8645	ظَرُفَ	ظرف	ضمة	1	0
8646	ظَرَى	ظري	كسرة	1	0
8647	ظَرِيَ	ظري	فتحة	1	0
8648	ظَعَنَ	ظعن	فتحة	1	0
8649	ظَفَرَ	ظفر	كسرة	1	1
8650	ظَفِرَ	ظفر	فتحة	1	1
8651	ظَفَّ	ظفف	ضمة	1	1
8652	ظَلَفَ	ظلف	كسرة	1	1
8653	ظَلِفَ	ظلف	فتحة	1	0
8654	ظَلَّ	ظلل	كسرة	1	0
8655	ظَلَّ	ظلل	كسرة	1	0
8656	ظَلَّ	ظلل	فتحة	1	0
8657	ظَلَّ	ظلل	فتحة	1	0
8658	ظَلَمَ	ظلم	كسرة	1	1
8659	ظَلِمَ	ظلم	فتحة	1	0
8660	ظَمِئَ	ظمء	فتحة	1	0
8661	ظَمِيَ	ظمي	فتحة	1	0
8662	ظَنَّ	ظنن	ضمة	1	1
8663	ظَهَرَ	ظهر	فتحة	1	1
8664	ظَهِرَ	ظهر	فتحة	1	0
8665	ظَافَ	ظوف	ضمة	1	1
8666	عَبَأَ	عبء	فتحة	1	1
8667	عَبَّ	عبب	ضمة	1	1
8668	عَبَتَ	عبت	كسرة	1	1
8669	خَبَلَ	خبل	كسرة	1	1
8670	عَبَثَ	عبث	كسرة	1	1
8671	عَبِثَ	عبث	فتحة	1	0
8672	عَبَدَ	عبد	ضمة	1	1
8673	عَبُدَ	عبد	ضمة	1	0
8674	عَبَرَ	عبر	ضمة	1	1
8675	عَبَرَ	عبر	ضمة	1	1
8676	عَبَرَ	عبر	كسرة	1	1
8677	عَبَرَ	عبر	كسرة	1	1
8678	عَبِرَ	عبر	فتحة	1	0
8679	عَبِسَ	عبس	فتحة	1	0
8680	عَبَشَ	عبش	ضمة	1	1
8681	عَبَطَ	عبط	كسرة	1	1
8682	عَبِقَ	عبق	فتحة	1	0
8683	عَبَكَ	عبك	ضمة	1	1
8684	عَبَلَ	عبل	ضمة	1	1
8685	عَبَلَ	عبل	كسرة	1	1
8686	عَبِلَ	عبل	فتحة	1	0
8687	عَبُلَ	عبل	ضمة	1	0
8688	عَبُمَ	عبم	ضمة	1	0
8689	عَبَا	عبو	ضمة	1	1
8690	عَبَى	عبي	كسرة	1	1
8691	عَتَبَ	عتب	ضمة	1	1
8692	عَتَبَ	عتب	ضمة	1	1
8693	عَتَبَ	عتب	كسرة	1	1
8694	عَتَبَ	عتب	كسرة	1	1
8695	عَتَّ	عتت	ضمة	1	1
8696	عَتُدَ	عتد	ضمة	1	0
8697	عَتَرَ	عتر	كسرة	1	1
8698	عَتَفَ	عتف	كسرة	1	1
8699	عَتَقَ	عتق	ضمة	1	1
8700	عَتَقَ	عتق	كسرة	1	1
8701	عَتُقَ	عتق	ضمة	1	0
8702	عَتَكَ	عتك	كسرة	1	1
8703	عَتَلَ	عتل	ضمة	1	1
8704	عَتَلَ	عتل	كسرة	1	1
8705	عَتِلَ	عتل	فتحة	1	0
8706	عَتَمَ	عتم	ضمة	1	0
8707	عَتَنَ	عتن	ضمة	1	1
8708	عَتَنَ	عتن	كسرة	1	1
8709	عَتِهَ	عته	فتحة	1	0
8710	عَتَا	عتو	ضمة	1	0
8711	عَتِيَ	عتي	فتحة	1	0
8712	عَثَّ	عثث	ضمة	1	1
8713	عَثَجَ	عثج	كسرة	1	0
8714	خَبِلَ	خبل	فتحة	1	0
8715	عَثَرَ	عثر	ضمة	1	0
8716	عَثَرَ	عثر	ضمة	1	0
8717	عَثَرَ	عثر	كسرة	1	0
8718	عَثَرَ	عثر	كسرة	1	0
8719	عَثِرَ	عثر	فتحة	1	0
8720	عَثُرَ	عثر	ضمة	1	0
8721	عَثَلَ	عثل	ضمة	1	0
8722	عَثِلَ	عثل	فتحة	1	0
8723	عَثَمَ	عثم	ضمة	1	1
8724	عَثَمَ	عثم	كسرة	1	1
8725	عَثِمَ	عثم	فتحة	1	0
8726	عَثَنَ	عثن	ضمة	1	1
8727	عَثِنَ	عثن	فتحة	1	0
8728	عَثَا	عثو	ضمة	1	0
8729	عَثِيَ	عثو	فتحة	1	0
8730	عَجِبَ	عجب	فتحة	1	0
8731	عَجَرَ	عجر	كسرة	1	1
8732	عَجِرَ	عجر	فتحة	1	0
8733	عَجَزَ	عجز	كسرة	1	0
8734	عَجَزَ	عجز	كسرة	1	0
8735	عَجِزَ	عجز	فتحة	1	0
8736	عَجُزَ	عجز	ضمة	1	0
8737	عَجَسَ	عجس	كسرة	1	1
8738	عَجَفَ	عجف	ضمة	1	1
8739	عَجَفَ	عجف	كسرة	1	1
8740	عَجِفَ	عجف	فتحة	1	0
8741	عَجُفَ	عجف	ضمة	1	0
8742	عَجِلَ	عجل	فتحة	1	1
8743	عَجَمَ	عجم	ضمة	1	1
8744	عَجُمَ	عجم	ضمة	1	0
8745	عَجَنَ	عجن	ضمة	1	1
8746	عَجَنَ	عجن	كسرة	1	1
8747	عَجِنَ	عجن	فتحة	1	0
8748	عَجَا	عجو	ضمة	1	1
8749	عَجِيَ	عجو	فتحة	1	0
8750	عَدَّ	عدد	ضمة	1	1
8751	عَدِرَ	عدر	فتحة	1	0
8752	عَدَسَ	عدس	كسرة	1	1
8753	عَدَفَ	عدف	كسرة	1	1
8754	عَدَقَ	عدق	كسرة	1	0
8755	عَدِقَ	عدق	فتحة	1	0
8756	عَدَكَ	عدك	كسرة	1	1
8757	عَدَلَ	عدل	كسرة	1	1
8758	خَبَنَ	خبن	كسرة	1	1
8759	عَدُلَ	عدل	ضمة	1	0
8760	عَدِمَ	عدم	فتحة	1	1
8761	عَدُمَ	عدم	ضمة	1	0
8762	عَدَنَ	عدن	كسرة	1	1
8763	عَدَا	عدو	ضمة	1	1
8764	عَدِيَ	عدو	فتحة	1	0
8765	عَذَبَ	عذب	كسرة	1	1
8766	عَذُبَ	عذب	ضمة	1	0
8767	عَذَرَ	عذر	ضمة	1	1
8768	عَذَرَ	عذر	ضمة	1	1
8769	عَذَرَ	عذر	كسرة	1	1
8770	عَذَرَ	عذر	كسرة	1	1
8771	عَذَفَ	عذف	كسرة	1	1
8772	عَذَقَ	عذق	ضمة	1	1
8773	عَذَقَ	عذق	كسرة	1	1
8774	عَذَلَ	عذل	ضمة	1	1
8775	عَذَلَ	عذل	كسرة	1	1
8776	عَذَمَ	عذم	كسرة	1	1
8777	عَذِمَ	عذم	فتحة	1	1
8778	عَذَا	عذو	ضمة	1	0
8779	عَذِيَ	عذو	فتحة	1	0
8780	عَذُوَ	عذو	ضمة	1	0
8781	عَرَبَ	عرب	كسرة	1	1
8782	عَرِبَ	عرب	فتحة	1	0
8783	عَرُبَ	عرب	ضمة	1	0
8784	عَرَتَ	عرت	ضمة	1	1
8785	عَرَتَ	عرت	كسرة	1	1
8786	عَرِتَ	عرت	فتحة	1	0
8787	عَرَجَ	عرج	ضمة	1	0
8788	عَرَجَ	عرج	كسرة	1	0
8789	عَرِجَ	عرج	فتحة	1	0
8790	عَرُجَ	عرج	ضمة	1	0
8791	عَرَدَ	عرد	ضمة	1	1
8792	عَرِدَ	عرد	فتحة	1	0
8793	عَرَّ	عرر	ضمة	1	1
8794	عَرَّ	عرر	كسرة	1	1
8795	عَرَّ	عرر	فتحة	1	0
8796	عَرَّ	عرر	فتحة	1	0
8797	عَرَزَ	عرز	كسرة	1	1
8798	عَرِزَ	عرز	فتحة	1	0
8799	عَرَسَ	عرس	ضمة	1	1
8800	عَرَسَ	عرس	كسرة	1	1
8801	عَرِسَ	عرس	فتحة	1	0
8802	عَرَشَ	عرش	ضمة	1	1
8803	خَبَا	خبو	ضمة	1	0
8804	عَرَشَ	عرش	كسرة	1	1
8805	عَرِشَ	عرش	فتحة	1	0
8806	عَرَصَ	عرص	كسرة	1	0
8807	عَرِصَ	عرص	فتحة	1	0
8808	عَرَضَ	عرض	ضمة	1	1
8809	عَرَضَ	عرض	كسرة	1	1
8810	عَرِضَ	عرض	فتحة	1	0
8811	عَرُضَ	عرض	ضمة	1	0
8812	عَرَطَ	عرط	ضمة	1	1
8813	عَرَفَ	عرف	ضمة	1	1
8814	عَرَفَ	عرف	كسرة	1	1
8815	عَرِفَ	عرف	فتحة	1	0
8816	عَرُفَ	عرف	ضمة	1	0
8817	عَرَقَ	عرق	ضمة	1	1
8818	عَرَقَ	عرق	كسرة	1	1
8819	عَرِقَ	عرق	فتحة	1	0
8820	عَرَكَ	عرك	ضمة	1	1
8821	عَرِكَ	عرك	فتحة	1	0
8822	عَرَمَ	عرم	ضمة	1	1
8823	عَرَمَ	عرم	كسرة	1	1
8824	عَرِمَ	عرم	فتحة	1	0
8825	عَرُمَ	عرم	ضمة	1	0
8826	عَرَنَ	عرن	ضمة	1	1
8827	عَرَنَ	عرن	كسرة	1	1
8828	عَرِنَ	عرن	فتحة	1	0
8829	عَرُنَ	عرن	ضمة	1	0
8830	عَرَا	عرو	ضمة	1	1
8831	عَزَبَ	عزب	ضمة	1	1
8832	عَزَبَ	عزب	كسرة	1	0
8833	عَزَبَ	عزب	كسرة	1	0
8834	عَزَجَ	عزج	ضمة	1	1
8835	عَزَدَ	عزد	كسرة	1	1
8836	عَزَرَ	عزر	كسرة	1	1
8837	عَزَّ	عزز	ضمة	1	1
8838	عَزَّ	عزز	كسرة	1	1
8839	عَزَّ	عزز	ضمة	1	0
8840	عَزَفَ	عزف	ضمة	1	1
8841	عَزَفَ	عزف	كسرة	1	1
8842	عَزَقَ	عزق	ضمة	1	1
8843	عَزَقَ	عزق	كسرة	1	1
8844	عَزِقَ	عزق	فتحة	1	0
8845	عَزَلَ	عزل	كسرة	1	1
8846	خَتَأَ	ختء	فتحة	1	1
8847	عَزَا	عزو	ضمة	1	1
8848	عَزَى	عزي	كسرة	1	1
8849	عَزِيَ	عزي	فتحة	1	0
8850	عَسَبَ	عسب	كسرة	1	1
8851	عَسَجَ	عسج	كسرة	1	0
8852	عَسِجَ	عسج	فتحة	1	0
8853	عَسَدَ	عسد	كسرة	1	1
8854	عَسَرَ	عسر	ضمة	1	1
8855	عَسَرَ	عسر	كسرة	1	1
8856	عَسِرَ	عسر	فتحة	1	0
8857	عَسُرَ	عسر	ضمة	1	0
8858	عَسَّ	عسس	ضمة	1	1
8859	عَسَفَ	عسف	كسرة	1	1
8860	عَسِقَ	عسق	فتحة	1	0
8861	عَسِكَ	عسك	فتحة	1	0
8862	عَسَلَ	عسل	ضمة	1	0
8863	عَسَلَ	عسل	كسرة	1	1
8864	عَسَمَ	عسم	كسرة	1	1
8865	عَسِمَ	عسم	فتحة	1	0
8866	عَسِنَ	عسن	فتحة	1	0
8867	عَسَا	عسو	ضمة	1	0
8868	عَسِيَ	عسو	فتحة	1	0
8869	عَسِيَ	عسي	فتحة	1	0
8870	عَشِبَ	عشب	فتحة	1	0
8871	عَشُبَ	عشب	ضمة	1	0
8872	عَشَدَ	عشد	كسرة	1	1
8873	عَشَرَ	عشر	ضمة	1	1
8874	عَشَرَ	عشر	ضمة	1	1
8875	عَشَرَ	عشر	كسرة	1	1
8876	عَشَرَ	عشر	كسرة	1	1
8877	عَشَزَ	عشز	كسرة	1	0
8878	عَشَّ	عشش	ضمة	1	1
8879	عَشَّ	عشش	فتحة	1	0
8880	عَشَطَ	عشط	كسرة	1	1
8881	عَشِمَ	عشم	فتحة	1	0
8882	عَشَنَ	عشن	ضمة	1	1
8883	عَشَا	عشو	ضمة	1	1
8884	عَشَا	عشو	ضمة	1	1
8885	عَصَبَ	عصب	كسرة	1	1
8886	عَصِبَ	عصب	فتحة	1	0
8887	عَصَدَ	عصد	ضمة	1	1
8888	عَصَدَ	عصد	كسرة	1	1
8889	عَصِدَ	عصد	فتحة	1	0
8890	خَتَّ	ختت	ضمة	1	1
8891	عَصَرَ	عصر	كسرة	1	1
8892	عَصَّ	عصص	فتحة	1	0
8893	عَصَفَ	عصف	كسرة	1	1
8894	عَصَفَ	عصف	كسرة	1	1
8895	عَصَلَ	عصل	ضمة	1	1
8896	عَصِلَ	عصل	فتحة	1	0
8897	عَصَمَ	عصم	كسرة	1	1
8898	عَصَمَ	عصم	كسرة	1	1
8899	عَصِمَ	عصم	فتحة	1	0
